neo4j_id,label,name,identifier,new_id
14392,Gene,GTF3C4,9329,14392
14393,Gene,NOP58,51602,14393
14394,Gene,PHF21B,112885,14394
14395,Gene,CDC42BPG,55561,14395
14396,Gene,EED,8726,14396
14397,Gene,EPG5,57724,14397
14398,Gene,LOC101928451,101928451,14398
14399,Gene,NPTXR,23467,14399
14400,Gene,KRT222,125113,14400
14401,Gene,LOC105369204,105369204,14401
14402,Gene,EPB41L4A,64097,14402
14403,Gene,ABCF3,55324,14403
14404,Gene,NBN,4683,14404
14405,Gene,PIP4K2C,79837,14405
14406,Gene,RAB20,55647,14406
14407,Gene,DGKI,9162,14407
14408,Gene,RHOC,389,14408
14409,Gene,RPH3A,22895,14409
14410,Gene,UQCRB,7381,14410
14411,Gene,DHX32,55760,14411
14412,Gene,CMTM5,116173,14412
14413,Gene,OR6B3,150681,14413
14414,Gene,DARS2,55157,14414
14415,Gene,OR6A2,8590,14415
14416,Gene,DUSP7,1849,14416
14417,Gene,CERKL,375298,14417
14418,Gene,FAM133A,286499,14418
14419,Gene,B3GNT9,84752,14419
14420,Gene,TTC16,158248,14420
14421,Gene,ZNF697,90874,14421
14422,Gene,DDI1,414301,14422
14423,Gene,MTTP,4547,14423
14424,Gene,BARHL2,343472,14424
14425,Gene,NAALADL2,254827,14425
14426,Gene,CGREF1,10669,14426
14427,Gene,SRCIN1,80725,14427
14428,Gene,LACTBL1,646262,14428
14429,Gene,SLC17A4,10050,14429
14430,Gene,COL1A1,1277,14430
14431,Gene,NRN1,51299,14431
14432,Gene,GTSF1,121355,14432
14433,Gene,BMPR1B,658,14433
14434,Gene,GNL2,29889,14434
14435,Gene,MPRIP,23164,14435
14436,Gene,SNRPA,6626,14436
14437,Gene,EIF5A2,56648,14437
14438,Gene,TRIML2,205860,14438
14439,Gene,RAB39B,116442,14439
14440,Gene,HTR2A,3356,14440
14441,Gene,FER1L6,654463,14441
14442,Gene,CABP1,9478,14442
14443,Gene,GLI3,2737,14443
14444,Gene,STK19,8859,14444
14445,Gene,ACTL6A,86,14445
14446,Gene,RLIM,51132,14446
14447,Gene,CSAG1,158511,14447
14448,Gene,SLC13A3,64849,14448
14449,Gene,LOC105369337,105369337,14449
14450,Gene,OR4C12,283093,14450
14451,Gene,POLR2F,5435,14451
14452,Gene,DAPP1,27071,14452
14453,Gene,FAM83E,54854,14453
14454,Gene,EHD1,10938,14454
14455,Gene,KIAA2012,100652824,14455
14456,Gene,KDM1A,23028,14456
14457,Gene,XPO1,7514,14457
14458,Gene,TBX6,6911,14458
14459,Gene,BRF2,55290,14459
14460,Gene,OR6F1,343169,14460
14461,Gene,ARHGAP33,115703,14461
14462,Gene,TXN2,25828,14462
14463,Gene,ELF2,1998,14463
14464,Gene,LOC105379617,105379617,14464
14465,Gene,NKAPL,222698,14465
14466,Gene,NFATC2IP,84901,14466
14467,Gene,SCN1A,6323,14467
14468,Gene,MXI1,4601,14468
14469,Gene,PSMC4,5704,14469
14470,Gene,UTP20,27340,14470
14471,Gene,NBR1,4077,14471
14472,Gene,MPHOSPH10,10199,14472
14473,Gene,CRYAB,1410,14473
14474,Gene,LOC101929924,101929924,14474
14475,Gene,AGBL3,340351,14475
14476,Gene,LOC105379045,105379045,14476
14477,Gene,LRRC7,57554,14477
14478,Gene,VPS25,84313,14478
14479,Gene,PRDM2,7799,14479
14480,Gene,CENPW,387103,14480
14481,Gene,MRGPRX2,117194,14481
14482,Gene,PDC,5132,14482
14483,Gene,IGFBP6,3489,14483
14484,Gene,ZNF658,26149,14484
14485,Gene,BPIFA2,140683,14485
14486,Gene,GRB7,2886,14486
14487,Gene,LARP4,113251,14487
14488,Gene,ATP6V0E1,8992,14488
14489,Gene,ALDH1B1,219,14489
14490,Gene,FAM24A,118670,14490
14491,Gene,PRKACG,5568,14491
14492,Gene,CAPRIN2,65981,14492
14493,Gene,LHFPL5,222662,14493
14494,Gene,C1orf123,54987,14494
14495,Gene,C9orf16,79095,14495
14496,Gene,GAGE2B,645037,14496
14497,Gene,SLC9A4,389015,14497
14498,Gene,LEFTY2,7044,14498
14499,Gene,ZNF93,81931,14499
14500,Gene,L3MBTL1,26013,14500
14501,Gene,STXBP5,134957,14501
14502,Gene,PPM1J,333926,14502
14503,Gene,ZBTB39,9880,14503
14504,Gene,CHD3,1107,14504
14505,Gene,ZMYND8,23613,14505
14506,Gene,LOC105370374,105370374,14506
14507,Gene,TMEM102,284114,14507
14508,Gene,SH3GL2,6456,14508
14509,Gene,WNK3,65267,14509
14510,Gene,ACSF3,197322,14510
14511,Gene,POF1B,79983,14511
14512,Gene,CD83,9308,14512
14513,Gene,B4GALNT1,2583,14513
14514,Gene,ZXDC,79364,14514
14515,Gene,TPRA1,131601,14515
14516,Gene,CDHR1,92211,14516
14517,Gene,MOGAT3,346606,14517
14518,Gene,CSAG3,389903,14518
14519,Gene,SH3PXD2B,285590,14519
14520,Gene,SERPINA1,5265,14520
14521,Gene,GIMAP4,55303,14521
14522,Gene,KCTD8,386617,14522
14523,Gene,LPO,4025,14523
14524,Gene,COL4A6,1288,14524
14525,Gene,AHCYL1,10768,14525
14526,Gene,CARF,79800,14526
14527,Gene,PDCD5,9141,14527
14528,Gene,ICK,22858,14528
14529,Gene,OR5F1,338674,14529
14530,Gene,LOC105377368,105377368,14530
14531,Gene,PRR14L,253143,14531
14532,Gene,SSB,6741,14532
14533,Gene,CARKD,55739,14533
14534,Gene,SEZ6,124925,14534
14535,Gene,PCDHGC3,5098,14535
14536,Gene,FANCL,55120,14536
14537,Gene,CA13,377677,14537
14538,Gene,DDR2,4921,14538
14539,Gene,THOC6,79228,14539
14540,Gene,C14orf28,122525,14540
14541,Gene,BHLHE40,8553,14541
14542,Gene,DSG1,1828,14542
14543,Gene,RAF1,5894,14543
14544,Gene,GPSM3,63940,14544
14545,Gene,THAP11,57215,14545
14546,Gene,SPOCD1,90853,14546
14547,Gene,NXT2,55916,14547
14548,Gene,ATP5L,10632,14548
14549,Gene,LOC102724828,102724828,14549
14550,Gene,CMKLR1,1240,14550
14551,Gene,AIPL1,23746,14551
14552,Gene,BID,637,14552
14553,Gene,ADAMTS19,171019,14553
14554,Gene,ARID5B,84159,14554
14555,Gene,LRCH1,23143,14555
14556,Gene,SMARCE1,6605,14556
14557,Gene,FAM71C,196472,14557
14558,Gene,NUF2,83540,14558
14559,Gene,MED26,9441,14559
14560,Gene,ACR,49,14560
14561,Gene,SUV420H1,51111,14561
14562,Gene,GORAB,92344,14562
14563,Gene,OR52K1,390036,14563
14564,Gene,CUL5,8065,14564
14565,Gene,PTF1A,256297,14565
14566,Gene,LOC105369316,105369316,14566
14567,Gene,SEPT4,5414,14567
14568,Gene,ADCY4,196883,14568
14569,Gene,ACAD8,27034,14569
14570,Gene,NFKBIL1,4795,14570
14571,Gene,LOC105376747,105376747,14571
14572,Gene,LOC157503,157503,14572
14573,Gene,BTNL3,10917,14573
14574,Gene,EVX1,2128,14574
14575,Gene,LOC105372014,105372014,14575
14576,Gene,C8orf59,401466,14576
14577,Gene,ALDH7A1,501,14577
14578,Gene,LOC100506217,100506217,14578
14579,Gene,PLCH1,23007,14579
14580,Gene,C6orf15,29113,14580
14581,Gene,OR14A16,284532,14581
14582,Gene,DPYSL5,56896,14582
14583,Gene,CRIPT,9419,14583
14584,Gene,PSPC1,55269,14584
14585,Gene,SERPINB12,89777,14585
14586,Gene,MOB4,25843,14586
14587,Gene,TMEM5,10329,14587
14588,Gene,TNFRSF9,3604,14588
14589,Gene,LOC105373474,105373474,14589
14590,Gene,EGR4,1961,14590
14591,Gene,ST8SIA4,7903,14591
14592,Gene,MINA,84864,14592
14593,Gene,PRSS42,339906,14593
14594,Gene,TSPAN31,6302,14594
14595,Gene,PSMA2,5683,14595
14596,Gene,P4HTM,54681,14596
14597,Gene,RNPS1,10921,14597
14598,Gene,BHLHE22,27319,14598
14599,Gene,NCOA7,135112,14599
14600,Gene,LPCAT3,10162,14600
14601,Gene,CREBL2,1389,14601
14602,Gene,BIN2,51411,14602
14603,Gene,TMEM139,135932,14603
14604,Gene,CA11,770,14604
14605,Gene,TBC1D14,57533,14605
14606,Gene,WDR83,84292,14606
14607,Gene,LOC100505478,100505478,14607
14608,Gene,KLHL18,23276,14608
14609,Gene,ZNF215,7762,14609
14610,Gene,RPL11,6135,14610
14611,Gene,TEX13A,56157,14611
14612,Gene,CCDC69,26112,14612
14613,Gene,AKAP12,9590,14613
14614,Gene,GPR26,2849,14614
14615,Gene,PANK3,79646,14615
14616,Gene,CDCA5,113130,14616
14617,Gene,JMJD8,339123,14617
14618,Gene,PRCP,5547,14618
14619,Gene,UMAD1,729852,14619
14620,Gene,AGT,183,14620
14621,Gene,NUP98,4928,14621
14622,Gene,ASPSCR1,79058,14622
14623,Gene,EMID1,129080,14623
14624,Gene,PLA2G10,8399,14624
14625,Gene,ZNF75D,7626,14625
14626,Gene,LOC105377650,105377650,14626
14627,Gene,TFAP4,7023,14627
14628,Gene,TWSG1,57045,14628
14629,Gene,MPP3,4356,14629
14630,Gene,ZNF721,170960,14630
14631,Gene,FAM71B,153745,14631
14632,Gene,TUBGCP5,114791,14632
14633,Gene,SLC25A17,10478,14633
14634,Gene,KCNA2,3737,14634
14635,Gene,TSPAN4,7106,14635
14636,Gene,FAM72B,653820,14636
14637,Gene,CEP170,9859,14637
14638,Gene,DDAH1,23576,14638
14639,Gene,FAM172A,83989,14639
14640,Gene,LIPT2,387787,14640
14641,Gene,PVALB,5816,14641
14642,Gene,ZC3H15,55854,14642
14643,Gene,UBN2,254048,14643
14644,Gene,C10orf95,79946,14644
14645,Gene,TAAR2,9287,14645
14646,Gene,CTSZ,1522,14646
14647,Gene,DHRS4L1,728635,14647
14648,Gene,CD247,919,14648
14649,Gene,FBRSL1,57666,14649
14650,Gene,SIRT4,23409,14650
14651,Gene,RARRES2,5919,14651
14652,Gene,ABCB4,5244,14652
14653,Gene,MYH7,4625,14653
14654,Gene,FBXO24,26261,14654
14655,Gene,GYS2,2998,14655
14656,Gene,LOC105371844,105371844,14656
14657,Gene,RGN,9104,14657
14658,Gene,XIAP,331,14658
14659,Gene,UBE2D3,7323,14659
14660,Gene,TMEM176B,28959,14660
14661,Gene,SPRR2E,6704,14661
14662,Gene,POLR3E,55718,14662
14663,Gene,ZKSCAN4,387032,14663
14664,Gene,ZNF526,116115,14664
14665,Gene,TRIB2,28951,14665
14666,Gene,PAX3,5077,14666
14667,Gene,SHARPIN,81858,14667
14668,Gene,ANXA10,11199,14668
14669,Gene,SLCO6A1,133482,14669
14670,Gene,CPZ,8532,14670
14671,Gene,DPYS,1807,14671
14672,Gene,PPIL4,85313,14672
14673,Gene,RIPK3,11035,14673
14674,Gene,TOP3A,7156,14674
14675,Gene,ZMIZ1,57178,14675
14676,Gene,C11orf44,283171,14676
14677,Gene,MT1A,4489,14677
14678,Gene,PDLIM5,10611,14678
14679,Gene,KRT35,3886,14679
14680,Gene,LOC100129852,100129852,14680
14681,Gene,KCNE2,9992,14681
14682,Gene,TAS2R31,259290,14682
14683,Gene,C1orf228,339541,14683
14684,Gene,SLC22A31,146429,14684
14685,Gene,SLC17A1,6568,14685
14686,Gene,SLC2A9,56606,14686
14687,Gene,LOC100131878,100131878,14687
14688,Gene,RECQL,5965,14688
14689,Gene,ZNF606,80095,14689
14690,Gene,CYP7B1,9420,14690
14691,Gene,GIP,2695,14691
14692,Gene,LOC105379290,105379290,14692
14693,Gene,SUCLG2,8801,14693
14694,Gene,ABO,28,14694
14695,Gene,APIP,51074,14695
14696,Gene,TCTEX1D1,200132,14696
14697,Gene,ZNF318,24149,14697
14698,Gene,CNPPD1,27013,14698
14699,Gene,D21S2090E,266918,14699
14700,Gene,BNC2,54796,14700
14701,Gene,ACTL7B,10880,14701
14702,Gene,ETF1,2107,14702
14703,Gene,LCA5L,150082,14703
14704,Gene,C11orf53,341032,14704
14705,Gene,WIPF1,7456,14705
14706,Gene,SYN1,6853,14706
14707,Gene,DNAJB5,25822,14707
14708,Gene,SLC17A7,57030,14708
14709,Gene,ZNF267,10308,14709
14710,Gene,GABRA6,2559,14710
14711,Gene,NUTM2G,441457,14711
14712,Gene,PYDC1,260434,14712
14713,Gene,LOC100130573,100130573,14713
14714,Gene,FHDC1,85462,14714
14715,Gene,LOC105379575,105379575,14715
14716,Gene,LOC105376908,105376908,14716
14717,Gene,PSD,5662,14717
14718,Gene,TMEM151B,441151,14718
14719,Gene,UBR1,197131,14719
14720,Gene,PTTG2,10744,14720
14721,Gene,LPAL1,4019,14721
14722,Gene,PFDN2,5202,14722
14723,Gene,COX10,1352,14723
14724,Gene,AIG1,51390,14724
14725,Gene,ARHGAP18,93663,14725
14726,Gene,MKL2,57496,14726
14727,Gene,POLDIP3,84271,14727
14728,Gene,MTCL1,23255,14728
14729,Gene,ZSCAN26,7741,14729
14730,Gene,ROS1,6098,14730
14731,Gene,HNRNPCL2,440563,14731
14732,Gene,PKD1L3,342372,14732
14733,Gene,ACTRT2,140625,14733
14734,Gene,GPR4,2828,14734
14735,Gene,ZNF780B,163131,14735
14736,Gene,AP2A2,161,14736
14737,Gene,LOC101928675,101928675,14737
14738,Gene,IQCF5,389124,14738
14739,Gene,LOC105376153,105376153,14739
14740,Gene,PPP2R5B,5526,14740
14741,Gene,SOX17,64321,14741
14742,Gene,NT5E,4907,14742
14743,Gene,TMEM161A,54929,14743
14744,Gene,C6orf62,81688,14744
14745,Gene,KEL,3792,14745
14746,Gene,PVRIG,79037,14746
14747,Gene,MAL2,114569,14747
14748,Gene,HIST1H4K,8362,14748
14749,Gene,MNT,4335,14749
14750,Gene,DHX35,60625,14750
14751,Gene,NPAT,4863,14751
14752,Gene,C16orf46,123775,14752
14753,Gene,DISP1,84976,14753
14754,Gene,SEPP1,6414,14754
14755,Gene,LOC100996637,100996637,14755
14756,Gene,GJD4,219770,14756
14757,Gene,FABP12,646486,14757
14758,Gene,CNIH3,149111,14758
14759,Gene,CTNND2,1501,14759
14760,Gene,CXXC5,51523,14760
14761,Gene,FBXO43,286151,14761
14762,Gene,ZHX1-C8orf76,100533106,14762
14763,Gene,POGK,57645,14763
14764,Gene,LOC105369728,105369728,14764
14765,Gene,USP7,7874,14765
14766,Gene,C18orf42,642597,14766
14767,Gene,VIMP,55829,14767
14768,Gene,IRGC,56269,14768
14769,Gene,LOC105378846,105378846,14769
14770,Gene,H3F3C,440093,14770
14771,Gene,ACVR1C,130399,14771
14772,Gene,FBXL3,26224,14772
14773,Gene,CIART,148523,14773
14774,Gene,CEP57,9702,14774
14775,Gene,GTF2E2,2961,14775
14776,Gene,DHRS12,79758,14776
14777,Gene,BPY2,9083,14777
14778,Gene,ANXA7,310,14778
14779,Gene,LRRC14B,389257,14779
14780,Gene,RRAS2,22800,14780
14781,Gene,SPAST,6683,14781
14782,Gene,SCYL2,55681,14782
14783,Gene,NUDT6,11162,14783
14784,Gene,PRR15L,79170,14784
14785,Gene,USP17L18,100287364,14785
14786,Gene,DNAH9,1770,14786
14787,Gene,SNX6,58533,14787
14788,Gene,SARM1,23098,14788
14789,Gene,OR6B2,389090,14789
14790,Gene,PHTF2,57157,14790
14791,Gene,PQLC2L,152078,14791
14792,Gene,UGT2B28,54490,14792
14793,Gene,LOC440981,440981,14793
14794,Gene,PRSS45,377047,14794
14795,Gene,TAGAP,117289,14795
14796,Gene,GGA1,26088,14796
14797,Gene,NR1H4,9971,14797
14798,Gene,CLK3,1198,14798
14799,Gene,NKX3-2,579,14799
14800,Gene,ERC1,23085,14800
14801,Gene,SLC8A3,6547,14801
14802,Gene,SCRT1,83482,14802
14803,Gene,RBBP4,5928,14803
14804,Gene,AJAP1,55966,14804
14805,Gene,APLNR,187,14805
14806,Gene,CAMK2G,818,14806
14807,Gene,STOML1,9399,14807
14808,Gene,GDF2,2658,14808
14809,Gene,SLC35G4,646000,14809
14810,Gene,NACC1,112939,14810
14811,Gene,RIOK3,8780,14811
14812,Gene,GMNN,51053,14812
14813,Gene,RPL13A,23521,14813
14814,Gene,CCDC14,64770,14814
14815,Gene,SYT12,91683,14815
14816,Gene,LOC642730,642730,14816
14817,Gene,PLRG1,5356,14817
14818,Gene,ERAP2,64167,14818
14819,Gene,LILRB1,10859,14819
14820,Gene,ERV3-1,2086,14820
14821,Gene,CLPP,8192,14821
14822,Gene,ASPA,443,14822
14823,Gene,TPRG1L,127262,14823
14824,Gene,C15orf56,644809,14824
14825,Gene,C1GALT1C1,29071,14825
14826,Gene,DPPA4,55211,14826
14827,Gene,RGS19,10287,14827
14828,Gene,C1orf158,93190,14828
14829,Gene,LOC105379538,105379538,14829
14830,Gene,LOC105376887,105376887,14830
14831,Gene,REEP1,65055,14831
14832,Gene,ABCA2,20,14832
14833,Gene,SLC12A7,10723,14833
14834,Gene,LMAN1,3998,14834
14835,Gene,LOC105372844,105372844,14835
14836,Gene,PAAF1,80227,14836
14837,Gene,C1QA,712,14837
14838,Gene,PLEKHH1,57475,14838
14839,Gene,LOC644070,644070,14839
14840,Gene,NRBP1,29959,14840
14841,Gene,NBEAL2,23218,14841
14842,Gene,ZBTB16,7704,14842
14843,Gene,PCDHGB7,56099,14843
14844,Gene,OPA3,80207,14844
14845,Gene,CCDC180,100499483,14845
14846,Gene,BAG2,9532,14846
14847,Gene,HCCS,3052,14847
14848,Gene,IQCH,64799,14848
14849,Gene,LOC100653061,100653061,14849
14850,Gene,CACNA1G,8913,14850
14851,Gene,ADORA3,140,14851
14852,Gene,WBP5,51186,14852
14853,Gene,MYCL,4610,14853
14854,Gene,BCL11B,64919,14854
14855,Gene,SOGA1,140710,14855
14856,Gene,FEM1A,55527,14856
14857,Gene,ITLN2,142683,14857
14858,Gene,NPY1R,4886,14858
14859,Gene,SPDL1,54908,14859
14860,Gene,OR5T2,219464,14860
14861,Gene,SMTNL2,342527,14861
14862,Gene,SF3B2,10992,14862
14863,Gene,FCN1,2219,14863
14864,Gene,AUNIP,79000,14864
14865,Gene,C12orf54,121273,14865
14866,Gene,NLRP3,114548,14866
14867,Gene,HIST1H2BN,8341,14867
14868,Gene,DAB1,1600,14868
14869,Gene,GALNT9,50614,14869
14870,Gene,LOC100652894,100652894,14870
14871,Gene,CHMP7,91782,14871
14872,Gene,ZNF20,7568,14872
14873,Gene,ACRBP,84519,14873
14874,Gene,TRG,6965,14874
14875,Gene,BBX,56987,14875
14876,Gene,ANKRD20A2,441430,14876
14877,Gene,ERVH48-1,90625,14877
14878,Gene,MLLT1,4298,14878
14879,Gene,NIPSNAP3A,25934,14879
14880,Gene,TESK2,10420,14880
14881,Gene,ITGB7,3695,14881
14882,Gene,MRPL19,9801,14882
14883,Gene,CDKN1C,1028,14883
14884,Gene,NUDCD1,84955,14884
14885,Gene,NLRP13,126204,14885
14886,Gene,LOC105370295,105370295,14886
14887,Gene,CKAP5,9793,14887
14888,Gene,RBM14-RBM4,100526737,14888
14889,Gene,AOX1,316,14889
14890,Gene,HLA-C,3107,14890
14891,Gene,ZNF25,219749,14891
14892,Gene,LPCAT1,79888,14892
14893,Gene,KIF28P,100130097,14893
14894,Gene,KRT6C,286887,14894
14895,Gene,DLGAP1,9229,14895
14896,Gene,CSPG4,1464,14896
14897,Gene,PPP2R5A,5525,14897
14898,Gene,LOC102724175,102724175,14898
14899,Gene,RUNX1,861,14899
14900,Gene,KIAA1462,57608,14900
14901,Gene,PGPEP1,54858,14901
14902,Gene,LARP1,23367,14902
14903,Gene,OR8D2,283160,14903
14904,Gene,PHLDA1,22822,14904
14905,Gene,IL2RA,3559,14905
14906,Gene,KIAA0430,9665,14906
14907,Gene,GSTA3,2940,14907
14908,Gene,TASP1,55617,14908
14909,Gene,AMPH,273,14909
14910,Gene,ENPP5,59084,14910
14911,Gene,TTC1,7265,14911
14912,Gene,SOX9,6662,14912
14913,Gene,SLC2A11,66035,14913
14914,Gene,PLEKHB2,55041,14914
14915,Gene,IL1RAPL1,11141,14915
14916,Gene,FOLR3,2352,14916
14917,Gene,ZSCAN5A,79149,14917
14918,Gene,POLR3B,55703,14918
14919,Gene,DLX5,1749,14919
14920,Gene,LY6G5B,58496,14920
14921,Gene,TBC1D3K,101060351,14921
14922,Gene,TLR3,7098,14922
14923,Gene,GOPC,57120,14923
14924,Gene,PFDN6,10471,14924
14925,Gene,MSK9,4447,14925
14926,Gene,ZFAND6,54469,14926
14927,Gene,DEFB125,245938,14927
14928,Gene,HTATIP2,10553,14928
14929,Gene,GOLGA5,9950,14929
14930,Gene,ERCC8,1161,14930
14931,Gene,DDX11L11,100887824,14931
14932,Gene,SOBP,55084,14932
14933,Gene,AXL,558,14933
14934,Gene,HDHD2,84064,14934
14935,Gene,OLA1,29789,14935
14936,Gene,FNBP1,23048,14936
14937,Gene,SLC5A3,6526,14937
14938,Gene,CHST7,56548,14938
14939,Gene,CDCA3,83461,14939
14940,Gene,DMAP1,55929,14940
14941,Gene,HP,3240,14941
14942,Gene,DMRTC1B,728656,14942
14943,Gene,CPNE6,9362,14943
14944,Gene,GBX2,2637,14944
14945,Gene,DHRS7,51635,14945
14946,Gene,SELV,348303,14946
14947,Gene,FXN,2395,14947
14948,Gene,CDC25B,994,14948
14949,Gene,EMC9,51016,14949
14950,Gene,DAAM2,23500,14950
14951,Gene,NLRP12,91662,14951
14952,Gene,KRTAP3-2,83897,14952
14953,Gene,LOC105369237,105369237,14953
14954,Gene,PLCG1,5335,14954
14955,Gene,LIN7B,64130,14955
14956,Gene,TBC1D2,55357,14956
14957,Gene,NDUFB10,4716,14957
14958,Gene,ZNF449,203523,14958
14959,Gene,TGM6,343641,14959
14960,Gene,ZNF275,10838,14960
14961,Gene,ENPP6,133121,14961
14962,Gene,SREK1IP1,285672,14962
14963,Gene,BAALC,79870,14963
14964,Gene,LOC105371935,105371935,14964
14965,Gene,CXorf40B,541578,14965
14966,Gene,VCL,7414,14966
14967,Gene,AURKC,6795,14967
14968,Gene,FAM63A,55793,14968
14969,Gene,MPV17L,255027,14969
14970,Gene,MAOA,4128,14970
14971,Gene,NUDT11,55190,14971
14972,Gene,LOC101928242,101928242,14972
14973,Gene,HNRNPCL1,343069,14973
14974,Gene,HYPK,25764,14974
14975,Gene,SRRM1,10250,14975
14976,Gene,LOC101929991,101929991,14976
14977,Gene,KATNB1,10300,14977
14978,Gene,LOC105373395,105373395,14978
14979,Gene,ASMTL,8623,14979
14980,Gene,PDCL2,132954,14980
14981,Gene,LOC102723553,102723553,14981
14982,Gene,ANKRD44,91526,14982
14983,Gene,MAGEB16,139604,14983
14984,Gene,ARHGAP30,257106,14984
14985,Gene,DYX1C1,161582,14985
14986,Gene,RPS19,6223,14986
14987,Gene,MTX1,4580,14987
14988,Gene,NDFIP2,54602,14988
14989,Gene,NBPF7,343505,14989
14990,Gene,PRR7,80758,14990
14991,Gene,USH1C,10083,14991
14992,Gene,COL19A1,1310,14992
14993,Gene,SPTBN5,51332,14993
14994,Gene,LOC105372204,105372204,14994
14995,Gene,C7orf77,154872,14995
14996,Gene,NME7,29922,14996
14997,Gene,SAR1A,56681,14997
14998,Gene,LOC101930111,101930111,14998
14999,Gene,NUDT12,83594,14999
15000,Gene,TBC1D28,254272,15000
15001,Gene,LOC102725060,102725060,15001
15002,Gene,GNAI1,2770,15002
15003,Gene,LOC102724441,102724441,15003
15004,Gene,FAM65A,79567,15004
15005,Gene,ADD2,119,15005
15006,Gene,EME1,146956,15006
15007,Gene,PPARG,5468,15007
15008,Gene,LOC100132612,100132612,15008
15009,Gene,LOC100130705,100130705,15009
15010,Gene,CNOT3,4849,15010
15011,Gene,ASB4,51666,15011
15012,Gene,YWHAQ,10971,15012
15013,Gene,LOC105376900,105376900,15013
15014,Gene,CYP4A11,1579,15014
15015,Gene,C19orf71,100128569,15015
15016,Gene,ZFPM1,161882,15016
15017,Gene,ZIC3,7547,15017
15018,Gene,KCND2,3751,15018
15019,Gene,HNF1B,6928,15019
15020,Gene,C7orf33,202865,15020
15021,Gene,LOC105374301,105374301,15021
15022,Gene,RNF19A,25897,15022
15023,Gene,GNB2L1,10399,15023
15024,Gene,IREB2,3658,15024
15025,Gene,PIEZO1,9780,15025
15026,Gene,LOC105379650,105379650,15026
15027,Gene,RITA1,84934,15027
15028,Gene,C17orf100,388327,15028
15029,Gene,CCL11,6356,15029
15030,Gene,SIAH2,6478,15030
15031,Gene,PTGFR,5737,15031
15032,Gene,RD3,343035,15032
15033,Gene,LGI3,203190,15033
15034,Gene,LOC100130778,100130778,15034
15035,Gene,PRG4,10216,15035
15036,Gene,CSH2,1443,15036
15037,Gene,UBE2J1,51465,15037
15038,Gene,CBLC,23624,15038
15039,Gene,PYURF,100996939,15039
15040,Gene,CAPN2,824,15040
15041,Gene,CFAP97,57587,15041
15042,Gene,RNF141,50862,15042
15043,Gene,GRWD1,83743,15043
15044,Gene,SPNS2,124976,15044
15045,Gene,PDK3,5165,15045
15046,Gene,CXXC4,80319,15046
15047,Gene,SH3PXD2A,9644,15047
15048,Gene,CXCL1,2919,15048
15049,Gene,RNF8,9025,15049
15050,Gene,TUBGCP3,10426,15050
15051,Gene,RNF145,153830,15051
15052,Gene,MAPK9,5601,15052
15053,Gene,GZF1,64412,15053
15054,Gene,SPATA45,149643,15054
15055,Gene,ORC1,4998,15055
15056,Gene,TTC38,55020,15056
15057,Gene,KATNA1,11104,15057
15058,Gene,FMOD,2331,15058
15059,Gene,CCDC89,220388,15059
15060,Gene,LOC100130345,100130345,15060
15061,Gene,CUL2,8453,15061
15062,Gene,RTEL1,51750,15062
15063,Gene,OR13C9,286362,15063
15064,Gene,BMP8A,353500,15064
15065,Gene,SLITRK2,84631,15065
15066,Gene,TIMP2,7077,15066
15067,Gene,AVEN,57099,15067
15068,Gene,PAGE5,90737,15068
15069,Gene,YIPF1,54432,15069
15070,Gene,LTN1,26046,15070
15071,Gene,P2RY13,53829,15071
15072,Gene,SUPT7L,9913,15072
15073,Gene,CHRNB1,1140,15073
15074,Gene,LOC105379799,105379799,15074
15075,Gene,PLD3,23646,15075
15076,Gene,ATP5I,521,15076
15077,Gene,LOC105377132,105377132,15077
15078,Gene,ST8SIA1,6489,15078
15079,Gene,RAD23A,5886,15079
15080,Gene,C19orf80,55908,15080
15081,Gene,HOXB9,3219,15081
15082,Gene,GREB1L,80000,15082
15083,Gene,ERGIC3,51614,15083
15084,Gene,KIAA0556,23247,15084
15085,Gene,CTSF,8722,15085
15086,Gene,CD79A,973,15086
15087,Gene,GPR107,57720,15087
15088,Gene,ZNF180,7733,15088
15089,Gene,ISCU,23479,15089
15090,Gene,AIMP2,7965,15090
15091,Gene,MRO,83876,15091
15092,Gene,LOC105369200,105369200,15092
15093,Gene,CRLF2,64109,15093
15094,Gene,MIS18BP1,55320,15094
15095,Gene,FAM45A,404636,15095
15096,Gene,NDUFA2,4695,15096
15097,Gene,GEMIN6,79833,15097
15098,Gene,ZNF365,22891,15098
15099,Gene,B4GALNT4,338707,15099
15100,Gene,STAT3,6774,15100
15101,Gene,SDAD1,55153,15101
15102,Gene,MPP6,51678,15102
15103,Gene,MAN1B1,11253,15103
15104,Gene,MS4A15,219995,15104
15105,Gene,ANKRD33,341405,15105
15106,Gene,PTPN2,5771,15106
15107,Gene,TOR1A,1861,15107
15108,Gene,FOXL2NB,401089,15108
15109,Gene,LOC102723532,102723532,15109
15110,Gene,ARSH,347527,15110
15111,Gene,LOC105370707,105370707,15111
15112,Gene,DHRSX,207063,15112
15113,Gene,NEUROG2,63973,15113
15114,Gene,ZNF630,57232,15114
15115,Gene,USP51,158880,15115
15116,Gene,C6orf10,10665,15116
15117,Gene,GPR150,285601,15117
15118,Gene,VSTM2B,342865,15118
15119,Gene,OR5K4,403278,15119
15120,Gene,TLR8,51311,15120
15121,Gene,ARHGAP8,23779,15121
